asn,as_name,top_level_category,sub_category
395081,MegaIX Toronto Route Servers,Enterprise,Technology
199599,Telecom-Birzha,Transit,Domestic
42991,BioNet,Access,SmallISP
47302,cyon GmbH,ContentProvider,Hosting
136311,Gayatri Telecom,Access,SmallISP
206446,CLOUD LEASE,ContentProvider,Hosting
150237,Akses Digital Bersama,Access,SmallISP
134707,RoyalCable,Access,LargeISP
263586,E. M. Fernandes (ZAZZ INTERNET),Access,SmallISP
268222,FENIX TELECOM,Access,SmallISP
833,Spearware Networks LLC,ContentProvider,Hosting
36040,Google LLC AS36040,Enterprise,Technology
12576,EE,Access,LargeISP
12576,EE,Mobile,
329467,Organization PAN AFRICA TELECOM (PTY) LTD,Access,SmallISP
329467,Organization PAN AFRICA TELECOM (PTY) LTD,ContentProvider,Hosting
150286,VICTORIAS TELEPHONE SYSTEM,Access,SmallISP
150286,VICTORIAS TELEPHONE SYSTEM,Mobile,
131465,Marbel Telephone System Inc,Access,SmallISP
131465,Marbel Telephone System Inc,Mobile,
149771,Hewad Aziz Services Company,ContentProvider,Hosting
211282,Consumer Internet Cooperative PG-19 - AS211282,Access,SmallISP
211282,Consumer Internet Cooperative PG-19 - AS211282,Cooperatives,
34554,Antares Kommunikationstechnik AG (antanet.ch),Access,SmallISP
15497,Colocall Ltd.,ContentProvider,Hosting
262595,OnNet Telecomunicacoes,Access,SmallISP
262595,OnNet Telecomunicacoes,Transit,Domestic
262595,OnNet Telecomunicacoes,Mobile,
137184,Suniway Group,Access,SmallISP
137184,Suniway Group,Mobile,
200899,INTERSPACE,Access,SmallISP
200899,INTERSPACE,Transit,Regional
199439,Dreamlink sp. z o.o.,Access,SmallISP
1320,NNIC AS1320,Government,Executive
1320,NNIC AS1320,Government,FederalNational
55077,"LightSpeed Technologies, LLC",Access,SmallISP
25425,SCF Management Services (Cyprus) Ltd,Enterprise,IndustrialManufacturing
25425,SCF Management Services (Cyprus) Ltd,Transportation,Ships
138629,"NSM SOLUTION AND MAINTENANCE CO., LTD.",Access,SmallISP
209188,Nick's V6,Personal,
271949,AX INTERNET,Access,SmallISP
271949,AX INTERNET,Mobile,
22177,Transit do Brasil Ltda,Access,SmallISP
22177,Transit do Brasil Ltda,ContentProvider,Hosting
137018,Blue Sky Cable Network,Access,SmallISP
16065,SimulaMet CRNA,EducationalResearch,ResearchInstitutes
9215,vMind-portvMind Veri Merkezi | AS9215,ContentProvider,Hosting
35559,Someaddress Networks,Personal,
25698,Smart City Telecom AS25698,Access,SmallISP
139009,Windstream Communication Limited,Transit,Regional
328526,CloudFace,ContentProvider,Hosting
328526,CloudFace,Enterprise,Technology
138038,Wolf Network Lab Experimental,Personal,
52788,Meganet Telecomunicaçoes e Internet LTDA,Access,SmallISP
52788,Meganet Telecomunicaçoes e Internet LTDA,Mobile,
135407,TransWorldEnterpriseServices,Access,SmallISP
270442,G15NET LTDA,Access,SmallISP
267630,UNIVERSIDADE ESTADUAL DO MARANHÃO,EducationalResearch,University
267630,UNIVERSIDADE ESTADUAL DO MARANHÃO,Government,Executive
267630,UNIVERSIDADE ESTADUAL DO MARANHÃO,Government,StateProvince
30188,TELEVERGENCE,Enterprise,Technology
25309,TOP-IX,IXP,
42476,SwissIX,IXP,
31210,DTEL-IX,IXP,
49634,PITER-IX Riga,IXP,
2593,VSIX,IXP,
24457,DE-CIX Delhi,IXP,
55518,SGIX,IXP,
55822,MyIX,IXP,
6777,AMS-IX,IXP,
24736,CAIX,IXP,
393523,WPGIX,IXP,
13770,HFXIX,IXP,
63028,NWAX,IXP,
62502,YEGIX,IXP,
8695,Kherson Traffic Exchange,IXP,
394594,IX-Denver,IXP,
49917,LSIX,IXP,
15669,BIX.BG,IXP,
20530,RoNIX,IXP,
37324,MIXP,IXP,
48586,BAIKAL-IX,IXP,
23169,Ohio IX,IXP,
37780,GABIX,IXP,
41882,RomandIX,IXP,
13094,SFO-IX,IXP,
37386,UIXP,IXP,
37224,RINEX,IXP,
44896,POZIX,IXP,
45093,Cnean,IXP,
56931,Eurasia Peering IX,IXP,
53649,MonctonIX,IXP,
54033,PhillyIX,IXP,
20759,SAIX,IXP,
33495,FCIX,IXP,
62819,Pacific Wave,IXP,
58146,Litix,IXP,
23899,VNIX-HN,IXP,
23540,CMH-IX,IXP,
49624,LU-CIX,IXP,
43268,SNS-IX,IXP,
48443,BHNIX,IXP,
24470,DE-CIX Chennai,IXP,
24508,DE-CIX Kolkata,IXP,
7481,TWIX,IXP,
26468,MUS-IX,IXP,
62484,48 IX,IXP,
270849,OnlineNet,IXP,
271801,PIT Bolivia,IXP,
39607,PITER-IX Helsinki,IXP,
399280,SXMIX,IXP,
56393,Frys-IX,IXP,
57106,AAIX,IXP,
59510,GIBIRIX,IXP,
210925,BEE-IX,IXP,
211181,IRAQ-IXP,IXP,
210461,RUDAKI-IX,IXP,
207800,RTIX,IXP,
34840,KMIX,IXP,
37728,EG-IX,IXP,
272136,SUR-IX,IXP,
47584,Stelia IX,IXP,
272852,SUR-IX,IXP,
9446,MVIX,IXP,
211764,SAIX,IXP,
150190,sumIX,IXP,
150528,EdgeNXT,IXP,
146757,NXIXP,IXP,
9437,DE-CIX Hyderabad,IXP,
36090,F4IX MCI,IXP,
152007,AIX,IXP,
273881,RPCI,IXP,
401485,QIX Quebec city,IXP,
16395,MBIX,IXP,
57463,NetIX,IXP,
53339,YYCIX,IXP,
49638,CATNIX,IXP,
37431,KINIX,IXP,
37474,JINX,IXP,
198391,DIX,IXP,
327821,MIXP,IXP,
39107,InterLAN-IX,IXP,
37700,JINX,IXP,
37701,CINX,IXP,
37699,DINX,IXP,
37668,DINX,IXP,
28681,KM-IX,IXP,
136754,BGP.Exchange,IXP,
46210,YXEIX,IXP,
14086,QIX Montreal,IXP,
58137,ANIX,IXP,
60082,CATNIX,IXP,
37776,MLIX,IXP,
23676,MARIIX,IXP,
396515,YYCIX,IXP,
17482,btIX,IXP,
39160,SR-IX,IXP,
27228,PhillyIX,IXP,
61600,UEPG Internet Exchange,IXP,
139875,NIX-BD,IXP,
14694,BVIX,IXP,
139136,NNIX,IXP,
62866,Ohio IX,IXP,
50263,1-IX EU,IXP,
328998,UIXP,IXP,
18155,ISPAB-NIX,IXP,
273575,FOX,IXP,
56584,INTERIX,IXP,
60812,1-IX UA,IXP,
152735,Guam IX,IXP,
215157,OnlineNet,IXP,
214591,frankonIX,IXP,
152063,ILIX,IXP,
52055,NetIX,IXP,
58406,ISC F-ROOT ULN1,DNS,Roots
30132,ISC F-ROOT AMS1,DNS,Roots
33082,ISC F-ROOT FRA1,DNS,Roots
23709,ISC F-ROOT HKG1,DNS,Roots
30125,ISC F-ROOT PHX1,DNS,Roots
45220,ISC F-ROOT KUL1,DNS,Roots
23711,ISC F-ROOT SIN1,DNS,Roots
23710,ISC F-ROOT AKL1,DNS,Roots
33072,ISC F-ROOT BCN1,DNS,Roots
23708,ISC F-ROOT BNE1,DNS,Roots
33078,ISC F-ROOT ORD2,DNS,Roots
27859,ISC F-ROOT SCL2,DNS,Roots
24048,ISC F-ROOT CGK1,DNS,Roots
24050,ISC F-ROOT SGN1,DNS,Roots
27848,ISC F-ROOT LPB1,DNS,Roots
30122,ISC F-ROOT GRU1,DNS,Roots
27322,ISC F-ROOT JNB1,DNS,Roots
30128,ISC F-ROOT KBP1,DNS,Roots
24051,ISC F-ROOT RUH1,DNS,Roots
33558,ISC F-ROOT LAD1,DNS,Roots
27318,ISC F-ROOT LAX1,DNS,Roots
33073,ISC F-ROOT LCY1,DNS,Roots
33081,ISC F-ROOT LCY2,DNS,Roots
30129,ISC F-ROOT LIS1,DNS,Roots
30133,ISC F-ROOT NUL0,DNS,Roots
25572,ISC F-ROOT MAD1,DNS,Roots
30127,ISC F-ROOT MTY1,DNS,Roots
61447,ISC F-ROOT MVD1,DNS,Roots
33074,ISC F-ROOT CKG1,DNS,Roots
33079,ISC F-ROOT OSL1,DNS,Roots
52243,ISC F-ROOT PAP1,DNS,Roots
55440,ISC F-ROOT PNH1,DNS,Roots
30134,ISC F-ROOT LAS1,DNS,Roots
27320,ISC F-ROOT ROM1,DNS,Roots
33075,ISC F-ROOT SCL1,DNS,Roots
23713,ISC F-ROOT SEL1,DNS,Roots
38568,ISC F-ROOT SUV1,DNS,Roots
30124,ISC F-ROOT SVO1,DNS,Roots
33076,ISC F-ROOT RIC1,DNS,Roots
30131,ISC F-ROOT CLT1,DNS,Roots
23712,ISC F-ROOT TPE1,DNS,Roots
33077,ISC F-ROOT TRN1,DNS,Roots
53459,ISC F-ROOT WAW1,DNS,Roots
30123,ISC F-ROOT DEN2,DNS,Roots
30130,ISC F-ROOT YYZ1,DNS,Roots
27319,ISC F-ROOT PAH1,DNS,Roots
33080,ISC F-ROOT ATL1,DNS,Roots
33071,ISC F-ROOT ORD1,DNS,Roots
24047,ISC F-ROOT KIX1,DNS,Roots
394070,ISC F-ROOT LGA1,DNS,Roots
27321,ISC F-ROOT OAK1,DNS,Roots
395217,ISC F-ROOT RNO1,DNS,Roots
55439,ISC F-ROOT PEK2,DNS,Roots
23707,ISC F-ROOT HAN1,DNS,Roots
393221,ISC F-ROOT MGM1,DNS,Roots
205488,ISC F-ROOT BBU1,DNS,Roots
137064,ISC F-ROOT ABQ1,DNS,Roots
142576,ISC F-ROOT JOG1,DNS,Roots
211022,ISC F-ROOT TLV1,DNS,Roots
146951,ISC F-ROOT CCU1,DNS,Roots
147025,ISC F-ROOT POM1,DNS,Roots
210762,ISC F-ROOT TGD1,DNS,Roots
210765,ISC F-ROOT PRG1,DNS,Roots
210764,ISC F-ROOT AGP1,DNS,Roots
148967,ISC F-ROOT DAD1,DNS,Roots
328995,ISC F-ROOT DLA1,DNS,Roots
149646,ISC F-ROOT DPS1,DNS,Roots
27913,ISC F-ROOT FOR1,DNS,Roots
211834,ISC F-ROOT BER1,DNS,Roots
400091,ISC F-ROOT DFW1,DNS,Roots
201969,ISC F-ROOT LUX1,DNS,Roots
53518,ISC F-ROOT SJU1,DNS,Roots
215233,ISC F-ROOT BEG1,DNS,Roots
30511,ISC F-ROOT LGA2,DNS,Roots
400390,ISC F-ROOT PDX1,DNS,Roots
11431,NIC.BR wx.dns.br,DNS,ccTLD
53035,NIC.BR a.dns.br,DNS,ccTLD
10906,NIC.BR b.dns.br,DNS,ccTLD
11284,NIC.BR c.dns.br,DNS,ccTLD
11644,NIC.BR d.dns.br,DNS,ccTLD
12136,NIC.BR e.dns.br,DNS,ccTLD
14650,NIC.BR f.dns.br,DNS,ccTLD
52274,NIC.EC S.A.,DNS,ccTLD
51090,AM NIC,DNS,ccTLD
30971,nic.at,DNS,ccTLD
23454,"Akamai Technologies, Inc",ContentProvider,CDN
40009,BitGravity,ContentProvider,CDN
30081,CacheFly,ContentProvider,CDN
60068,CDN77,ContentProvider,CDN
204720,CDNetworks Russia,ContentProvider,CDN
63541,Chinacache,ContentProvider,CDN
63541,Chinacache,Government,Executive
63541,Chinacache,Government,FederalNational
15133,Edgecast - AS15133,ContentProvider,CDN
29791,Internap,ContentProvider,Hosting
29791,Internap,ContentProvider,CDN
29791,Internap,Enterprise,Technology
1828,Unitas Global,ContentProvider,Hosting
1828,Unitas Global,ContentProvider,CDN
1828,Unitas Global,Enterprise,Technology
30636,Internap AS30636,ContentProvider,Hosting
30636,Internap AS30636,ContentProvider,CDN
30636,Internap AS30636,Enterprise,Technology
22822,Edgio - AS22822,ContentProvider,CDN
25804,Edgio - AS25804 - Israel,ContentProvider,CDN
38622,Edgio - AS38622 - Australia,ContentProvider,CDN
45396,Edgio - AS45396 - Korea,ContentProvider,CDN
55429,Edgio - AS55429 - India,ContentProvider,CDN
60261,Edgio - AS60261 - UAE,ContentProvider,CDN
23059,Edgio - AS23059 - LATAM,ContentProvider,CDN
38621,Edgio - AS38621 - New Delhi,ContentProvider,CDN
54104,"StackPath, LLC, MaxCDN",ContentProvider,CDN
209242,Cloudflare London,ContentProvider,CDN
19551,Incapsula,ContentProvider,Hosting
19551,Incapsula,ContentProvider,CDN
13884,SoftLayer Technologies,ContentProvider,Hosting
36351,"SoftLayer Technologies, Inc. (an IBM Company)",ContentProvider,Cloud
36351,"SoftLayer Technologies, Inc. (an IBM Company)",ContentProvider,Hosting
200325,BunnyCDN,ContentProvider,CDN
12684,SES ASTRA,Access,SmallISP
12684,SES ASTRA,Satellite,
6621,Hughes Network Systems llc,Access,LargeISP
6621,Hughes Network Systems llc,Satellite,
201935,Eutelsat - Skylogic Mediterraneo,Access,LargeISP
201935,Eutelsat - Skylogic Mediterraneo,Satellite,
9229,Speedcast Limited,Access,SmallISP
9229,Speedcast Limited,Satellite,
38456,SpeedCast Australia,Access,SmallISP
38456,SpeedCast Australia,Satellite,
26593,Telespazio argentina,Access,SmallISP
26593,Telespazio argentina,Satellite,
38891,MEASAT Satellite Systems,Access,SmallISP
38891,MEASAT Satellite Systems,Satellite,
63951,THAICOM,Access,LargeISP
63951,THAICOM,Satellite,
15802,Emirates Integrated Telecommunication Company (du),Access,LargeISP
15802,Emirates Integrated Telecommunication Company (du),Mobile,
15802,Emirates Integrated Telecommunication Company (du),Government,Executive
15802,Emirates Integrated Telecommunication Company (du),Government,FederalNational
15757,Gazprom Space Systems,Access,SmallISP
15757,Gazprom Space Systems,Satellite,
20764,RASCOM,Access,LargeISP
20764,RASCOM,Satellite,
37472,NigComSat,Access,SmallISP
37472,NigComSat,Satellite,
37472,NigComSat,Government,Executive
37472,NigComSat,Government,FederalNational
141721,AsiaSat,Access,LargeISP
141721,AsiaSat,Satellite,
9605,NTT DOCOMO,Access,LargeISP
9605,NTT DOCOMO,Mobile,
43205,Vivacom Bulgaria EAD-Bulsatcom,Access,SmallISP
43205,Vivacom Bulgaria EAD-Bulsatcom,Mobile,
43205,Vivacom Bulgaria EAD-Bulsatcom,TvRadioCulturalAmenities,
41697,Hellas Sat Consortium Ltd,Access,SmallISP
41697,Hellas Sat Consortium Ltd,Satellite,
9158,Telenor Denmark,Access,LargeISP
9158,Telenor Denmark,Mobile,
9158,Telenor Denmark,Government,Executive
9158,Telenor Denmark,Government,FederalNational
24499,Telenor Pakistan,Access,LargeISP
24499,Telenor Pakistan,Mobile,
24499,Telenor Pakistan,Government,Executive
24499,Telenor Pakistan,Government,FederalNational
328306,Avanti Communications South Africa,Access,SmallISP
328306,Avanti Communications South Africa,Satellite,
800,OneWeb,Access,LargeISP
800,OneWeb,Satellite,
328724,ISAT AFRICA KENYA LTD,Access,SmallISP
328724,ISAT AFRICA KENYA LTD,Satellite,
395263,KEPLER COMMUNICATIONS,Access,SmallISP
395263,KEPLER COMMUNICATIONS,Satellite,
37463,MTN Congo,Access,SmallISP
37463,MTN Congo,Mobile,
29465,MTN NIGERIA Communication,Access,LargeISP
29465,MTN NIGERIA Communication,Mobile,
30992,MTN Cameroon,Access,LargeISP
30992,MTN Cameroon,Mobile,
16637,MTN South Africa,Access,SmallISP
16637,MTN South Africa,Transit,Regional
16637,MTN South Africa,Mobile,
36962,MTN Zambia,Access,LargeISP
36962,MTN Zambia,Mobile,
132471,MTN Afghanistan,Access,LargeISP
132471,MTN Afghanistan,Mobile,
37424,MTN BENIN,Access,LargeISP
37424,MTN BENIN,Mobile,
36974,MTN Cote d'Ivoire,Access,LargeISP
36974,MTN Cote d'Ivoire,Mobile,
15805,MTN Cyprus,Access,SmallISP
15805,MTN Cyprus,Mobile,
36890,MTN Rwandacell,Access,LargeISP
36890,MTN Rwandacell,Mobile,
20294,MTN Uganda,Access,LargeISP
20294,MTN Uganda,Mobile,
27822,MTNSAT AS27822,Access,SmallISP
27822,MTNSAT AS27822,Satellite,
32806,MTNSAT AS32806,Access,SmallISP
32806,MTNSAT AS32806,Satellite,
27277,SpaceX,Access,LargeISP
27277,SpaceX,Satellite,
29242,Viasat UA,TvRadioCulturalAmenities,
33696,NextArray,ContentProvider,Hosting
28114,Directv Argentina,Access,SmallISP
28114,Directv Argentina,Satellite,
28114,Directv Argentina,TvRadioCulturalAmenities,
262928,Directv Colombia,Access,SmallISP
262928,Directv Colombia,Satellite,
262928,Directv Colombia,TvRadioCulturalAmenities,
270057,DIRECTV COLOMBIA,Access,SmallISP
270057,DIRECTV COLOMBIA,Satellite,
270057,DIRECTV COLOMBIA,TvRadioCulturalAmenities,
7474,SingTel Optus,Access,SmallISP
7474,SingTel Optus,Mobile,
7474,SingTel Optus,Satellite,
7474,SingTel Optus,Government,Executive
7474,SingTel Optus,Government,FederalNational
6830,Liberty Global,Access,LargeISP
6830,Liberty Global,Transit,Global
3491,PCCW Global,Access,SmallISP
3491,PCCW Global,Transit,Global
3491,PCCW Global,Mobile,
3491,PCCW Global,Satellite,
6461,Zayo,Access,SmallISP
6461,Zayo,Transit,Global
4809,China Telecom / CN2,Access,SmallISP
4809,China Telecom / CN2,Transit,Global
4809,China Telecom / CN2,Mobile,
4809,China Telecom / CN2,Government,Executive
4809,China Telecom / CN2,Government,FederalNational
4837,China Unicom,Access,LargeISP
4837,China Unicom,Transit,Global
4837,China Unicom,Mobile,
4837,China Unicom,Government,Executive
4837,China Unicom,Government,FederalNational
7473,Singapore Telecommunications Limited,Access,SmallISP
7473,Singapore Telecommunications Limited,Transit,Regional
7473,Singapore Telecommunications Limited,Mobile,
7473,Singapore Telecommunications Limited,Government,Executive
7473,Singapore Telecommunications Limited,Government,FederalNational
6939,Hurricane Electric,Transit,Global
1273,Vodafone Global Network,Access,SmallISP
1273,Vodafone Global Network,Transit,Global
1273,Vodafone Global Network,Mobile,
2828,XO Communications,Access,SmallISP
2828,XO Communications,Transit,Domestic
4637,Telstra ,Access,SmallISP
4637,Telstra ,Transit,Regional
4637,Telstra ,Mobile,
11406,CIGNA,Health,Insurances
13348,CIGNA2,Health,Insurances
10879,UnitedHealth Group,Health,Insurances
36092,Centene Corporation,Health,Insurances
328772,Momentum Metropolitan Life,Health,Insurances
55366,Bupa Asia Pacific,Health,Insurances
132097,Bupa Australia,Health,Insurances
22593,Blue Cross and Blue Shield of North Carolina,Health,Insurances
45264,Bajaj Allianz Life Insurance,Health,Insurances
137938,QBE Insurance Group,Health,Insurances
33110,Manitoba Blue Cross,Health,Insurances
122,UPMC AS122,Health,Hospitals
62679,"Shopify, Inc",Enterprise,Ecommerce
63408,"Shopify, Inc 2",Enterprise,Ecommerce
37963,Alibaba (China),ContentProvider,Cloud
37963,Alibaba (China),DNS,ANS
37963,Alibaba (China),Enterprise,Ecommerce
24429,Alibaba Cloud CDN,ContentProvider,Cloud
24429,Alibaba Cloud CDN,ContentProvider,CDN
131486,Beijing Jingdong 360 Degree E-commerce,Enterprise,Ecommerce
11643,eBay Inc.,Enterprise,Ecommerce
31621,Allegro.pl Poland,Enterprise,Ecommerce
42656,Allegro.pl Poland,Enterprise,Ecommerce
12196,Etsy,Enterprise,Ecommerce
27475,Wayfair LLC,Enterprise,Ecommerce
63776,Mercari,Enterprise,Ecommerce
398079,Revolve Clothing,Enterprise,Ecommerce
12269,Groupon Prod1,Enterprise,Ecommerce
12,New York University,EducationalResearch,University
27370,City of Boston,Government,Executive
27370,City of Boston,Government,CityCountyMunicipality
22834,Boston College,EducationalResearch,University
132205,Yarra City Council,Government,Executive
132205,Yarra City Council,Government,CityCountyMunicipality
27202,City of Bardstown,Government,Executive
27202,City of Bardstown,Government,CityCountyMunicipality
23457,City of Brampton,Government,Executive
23457,City of Brampton,Government,CityCountyMunicipality
930,CITY OF CELINA,Government,Executive
930,CITY OF CELINA,Government,CityCountyMunicipality
62022,City of Espoo,Government,Executive
62022,City of Espoo,Government,CityCountyMunicipality
397883,City of Hilliard,Government,Executive
397883,City of Hilliard,Government,CityCountyMunicipality
23038,City of Hillsboro,Government,Executive
23038,City of Hillsboro,Government,CityCountyMunicipality
36750,City of Mississauga,Government,Executive
36750,City of Mississauga,Government,CityCountyMunicipality
33515,"City of Monroe, GA",Government,Executive
33515,"City of Monroe, GA",Government,CityCountyMunicipality
62648,City of Mont Belvieu,Government,Executive
62648,City of Mont Belvieu,Government,CityCountyMunicipality
395627,City of Montgomery,Government,Executive
395627,City of Montgomery,Government,CityCountyMunicipality
400512,City of Opelika,Government,Executive
400512,City of Opelika,Government,CityCountyMunicipality
32365,City of Sandy,Government,Executive
32365,City of Sandy,Government,CityCountyMunicipality
394366,City of Saskatoon,Government,Executive
394366,City of Saskatoon,Government,CityCountyMunicipality
3401,City of Seattle - IIT,Government,Executive
3401,City of Seattle - IIT,Government,CityCountyMunicipality
46692,City of Windom,Government,Executive
46692,City of Windom,Government,CityCountyMunicipality
46590,CITY-OF-CHARLESTON,Government,Executive
46590,CITY-OF-CHARLESTON,Government,CityCountyMunicipality
23938,Arrow Energy Limited,EnergyAndUtility,
22987,BrightRidge,EnergyAndUtility,
29617,Energy Water Bern,EnergyAndUtility,
18779,Energy Group Networks (Open Colo),ContentProvider,Hosting
13781,HES Energynet,Access,SmallISP
