asn,arts_entertainment_and_recreation,financial_and_insurance_activities,household_activities,human_health_and_social_work,information_and_communication,manufacturing,public_administration_and_defense,trade_and_repair_of_vehicles,transportation_and_storage,utilities_and_waste_management,agriculture_forestry_and_fishing,mining_and_quarrying,construction,accommodation_and_food_service,real_estate_activities,professional_scientific_and_technical_activities,administrative_and_support_service_activities,education,other_service_activities,extraterritorial_organizations_and_bodies
AS53459,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS53469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS53518,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS53622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS53631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS53642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS53643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS53648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS53772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS53777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS53906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS53949,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS54060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS54153,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AS54192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS54248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS54304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS54397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS54436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS54443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS54453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS54520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS54556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS54583,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
AS54772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS54776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS54925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS54933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS5495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS55027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS55133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS55206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS55260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS55268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS55304,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS55439,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS55440,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS55616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
AS55620,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
AS55656,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AS55680,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS55813,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS55824,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS55887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS559,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS55971,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
AS56056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS56408,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS56810,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS56854,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS5724,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS57473,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
AS57580,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
AS57884,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS58094,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS58406,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS58706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS58894,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS59202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS59654,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
AS60185,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AS60382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS60990,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AS6112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS61447,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS61455,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS61456,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AS61476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS61481,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS61486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS61487,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS61496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS61499,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS6150,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
AS61510,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS6168,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AS61721,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AS61881,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS6192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS62509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS62510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS62546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS62552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS62558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS62677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS62678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS62705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS62718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS62757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS62867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS62894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS62999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS63036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS63171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS63205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS63312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS63324,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AS63359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS63398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS63400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS63419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS6360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS6377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS63778,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS63791,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS63796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS63932,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS64117,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS64238,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS6509,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS6629,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
AS6642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS68,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
AS680,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
AS6801,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
AS6975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS7276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS7382,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS7386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS7497,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
AS7502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS7575,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
AS7590,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
AS766,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
AS7764,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
AS786,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS7872,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
AS7896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS7968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS7970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS8150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS8286,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
AS8308,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS8315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
AS8517,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
AS87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS8763,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS9112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS9403,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
AS9489,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
AS9638,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AS9706,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
AS9970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS33050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AS134165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AS134167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AS137268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AS139352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AS17140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AS202455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AS202459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AS214314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AS214315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AS393958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AS45347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AS55030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AS22495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AS2615,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AS196972,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AS39052,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AS397695,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AS398577,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AS398642,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AS42924,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AS208960,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AS212179,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AS54554,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AS55028,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AS394766,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AS22326,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AS40631,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AS397912,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AS10968,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AS137476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AS141469,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AS32246,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AS265353,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AS40203,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AS395556,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AS40492,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AS63244,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AS10987,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AS16486,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AS22546,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AS46498,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AS12280,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AS26429,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AS43996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AS54229,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AS62638,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AS394692,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AS46444,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AS53290,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AS54766,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AS396013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AS398548,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AS62566,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AS394268,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AS214152,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AS10360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AS26189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AS40292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AS207122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AS30141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AS14907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AS26812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AS22813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AS8978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AS140672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AS196744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AS19559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AS24109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AS210897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AS17466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AS17817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AS204642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AS51415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AS54018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AS43996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AS22723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AS28839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AS205451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AS25998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AS11309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AS28810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AS1837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AS197925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AS43375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AS58131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
